"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"TANGKEP FRANS (PEMILIK TAMAN SAFARI SIRKUS) PAK PLS, WALAU PUNYA UANG BANYAK HARUS ADIL IH","449","6","2025-04-18T18:49:49.000Z","cyaraapeter","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7050345535823496194","7494727200908116743","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5c59d7f4b79295e51a28502732232704~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fb8ee4d3&x-expires=1756648800&x-signature=AQuE7L2gRMIQsv83mynBoIISmMo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT PR","3","0","2025-06-08T03:52:58.000Z","rudiajeeee","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7357683946764895238","7513421537257882386","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/17884d534fad57a5ad20e8402b3f0f54~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4a3fd1d0&x-expires=1756648800&x-signature=FU5kq%2FXDsfGf9kWHmAnuBBSKYZU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gimana Nih Gerindra...pa Wowo lebih kasihan korupsi,kecewa banget,siapa yg mengarahkan kesitu😭","165","7","2025-04-14T02:15:34.000Z","wongpalingtulus2","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6838795369171485698","7492986667038163733","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9d7e943c5d3ed728c3aa2616bc42106d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b12efc0d&x-expires=1756648800&x-signature=SuCDgve60zWu%2BvIKLOrsDNXqXxo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"nyesel kan pilih Prabowo 😅🤣😅🤣","69","9","2025-04-17T05:57:33.000Z","n.mv.iid","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7119631302315820059","7494157177884803858","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9fbea796fa716a50ac18ce273345f12e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b2a0dd02&x-expires=1756648800&x-signature=gfLet3obSSJFRVaL%2FEmm4IJ482s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sepiii niiihh masihhh 😄","3","24","2025-04-11T07:55:30.000Z","l3na.14","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6795499679280497665","7491961013282489089","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5f3513d5ead06b068070026d66520b90~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0a7f7f76&x-expires=1756648800&x-signature=7wqHlrutCsKH1xLWHzRvp9sEUQU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Semoga gak ada yang liat.","12",,"2025-04-11T07:56:11.000Z","partaigerindra","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6989130726655476763","7491961223035568904","https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7ada0ddc74d1c5c1700133e5baad56d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7200f87a&x-expires=1756648800&x-signature=SarPGxHYbl250PoN7Qyq27fJRWI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"KRITIKNYA DIBALESS ATUHHH, SEKELAS PARTAI PRESIDEN KOK DIEM AJA🤭","170","3","2025-04-11T14:49:55.000Z","aufdhirga_","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6977948582885704705","7492067868629697288","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e8f13e3f203eb2f6788a5086ed3241d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1fa4a463&x-expires=1756648800&x-signature=6%2BEnAp6Gd0OBh57I44Bj25M%2FtpA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"nyesel gw milih lu","21","13","2025-04-18T22:47:22.000Z","upi1n1","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7411702829411124230","7494788437396980487","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/30dc9b3021158846030286f038f6ad57~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cf885997&x-expires=1756648800&x-signature=K5j9aRUHZHr2B374lOF1X5rrYlg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"tolong bantu dlu palestine
tolong lah","13","17","2025-04-11T12:45:26.000Z","japrilaja","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7456327121277092865","7492035745953432327","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9868a935344cb25c138cb21d3182a2a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=54855c09&x-expires=1756648800&x-signature=JxETQ%2BoTy%2FnP2reQKmluPxKK2Bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"pak di taman Safari ada orang yang tidak bersalah pak tolong angkat kasus ini sampai mereka jujur kami boikot juga membela korban bapak ingin frans makin menjadi jadi? mereka juga yang di taman Safari","125","6","2025-04-19T22:58:25.000Z","eyindeyin_","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6963100393165882374","7495162246378849032","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f264788c291f72c27c33b55033b96a38~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=35fa1927&x-expires=1756648800&x-signature=C7xQi9hCPZX3HPUFEUhOywXB1mQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"katanya buka peluang kerja untuk sarjana pak tapi program SPPI yang diluluskan (prioritas) anak/istri TNI dimana jelas2 gaada basic atau background ahli gizi. pdhl yg dibutuhkan ahli gizi yg nantinya ditempatkan didapur gizi. kalo sistem rekrutmen begini ngapain pake embel2 pendaftaran SPPI, lgsg aja pake ordal pak biar ga ngehabisin anggaran terus.","65","25","2025-04-12T01:26:26.000Z","djokovhyo_4","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7349072459247649797","7492231828482310930","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=013356b6&x-expires=1756648800&x-signature=AQnF7BTqK0dN%2BNhF99uCIDyB8Vw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"manis di awal😹","211","3","2025-04-13T12:06:39.000Z","m.qalibil_qiramm","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7314590367838913542","7492767963389674248","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bfb3b23963a504813efa02b865062f39~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a0175295&x-expires=1756648800&x-signature=h1se4Bh7G%2Bxgn9OtOeExPedn%2FwQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kasian Ama koruptor hah ??","209","4","2025-04-13T12:15:27.000Z","kaguradevil","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6731020826583598082","7492770196899300114","https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/d4e73a43b43451ff89eec4a1afc9009d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e39ec7b8&x-expires=1756648800&x-signature=04TeqKawQFgaXKdZJI8P1YKMFlc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"dapur mbg kok ga dibayar min??","86","3","2025-04-16T22:34:22.000Z","fiadz_19","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6951766261882323970","7494042796551750418","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331568063248072712~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3173c1d7&x-expires=1756648800&x-signature=YAg2HSnn5YGGMZxY%2FTf4lB9Of4s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"""menuju Indonesia emas"" kasus fourno jadi artis diundang acara tv sana sini, jadi Indonesia emas atau cemas nih?😹","18","1","2025-04-12T10:21:00.000Z","149project","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6949408379278263297","7492369659980530439","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e99410f8f5dc77d6ce72a41687dace73~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4bb51bb7&x-expires=1756648800&x-signature=hmW1rY3%2FR%2BRlM%2FXPOfAHq9NgRuA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJAf AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT #SAVE RAJA AMPAT","2","0","2025-06-08T11:13:08.000Z","adaaapapaaa","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7191105911455745026","7513534952727626503","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/08209c0b8d0eb17a65d244c5c9f69fbd~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=18cca230&x-expires=1756648800&x-signature=FH%2BZfOxrvcrfNfgfjKD42HpxofY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sumpah tukang kunci lebih amanah dibanding sumpah pejabat di atas kitab suci","73","3","2025-04-13T08:21:15.000Z","afaa_woi","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","7285191378182996998","7492709842769085192","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/70788b96c57875751ece967a5949494b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8b2cd723&x-expires=1756648800&x-signature=FOMtrFSB2aWXzjhBcI0qZSW3VRI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gerindra tolong ungkap kasus taman safari","56","1","2025-04-18T06:57:36.000Z","kelas.enembee","https://www.tiktok.com/@partaigerindra/video/7491960009132182790","6888299843719676929","7494543731522536200","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0fe864f059747e1808d0a873593db562~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2c51aa74&x-expires=1756648800&x-signature=kpa8AkfIgYwbJVEJ%2BIwvrZeQOd8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
